Requisitante;Objeto;Etapa;Processo;Duracao_etapa;Data_Inicio;Data_Fim
Req_008;obj_0068;01_DFD;190074134;1;2019-08-12 00:00:00;2019-08-12 00:00:00
Req_008;obj_0068;11_RJ;190074134;13;2019-12-18 00:00:00;2020-01-04 00:00:00
Req_008;obj_0068;11_RJ;190074134;13;2020-12-20 00:00:00;2021-01-06 00:00:00
Req_048;obj_0051;01_DFD;210131178;1;2021-11-16 00:00:00;2021-11-16 00:00:00
Req_048;obj_0051;12_SR;210131178;3;2021-11-16 00:00:00;2021-11-18 00:00:00
Req_019;obj_0098;01_DFD;210125968;34;2021-11-03 00:00:00;2021-12-20 00:00:00
Req_018;obj_0036;01_DFD;210145024;4;2021-12-15 00:00:00;2021-12-20 00:00:00
Req_048;obj_0051;11_RJ;210131178;14;2021-12-19 00:00:00;2022-01-06 00:00:00
Req_008;obj_0068;11_RJ;190074134;15;2021-12-20 00:00:00;2022-01-07 00:00:00
Req_019;obj_0098;11_RJ;210125968;15;2021-12-20 00:00:00;2022-01-07 00:00:00
Req_018;obj_0036;11_RJ;210145024;16;2021-12-20 00:00:00;2022-01-10 00:00:00
Req_018;obj_0036;12_SR;210145024;7;2022-01-10 00:00:00;2022-01-18 00:00:00
Req_019;obj_0098;01_DFD;210125968;10;2022-01-07 00:00:00;2022-01-20 00:00:00
Req_018;obj_0036;05_TR;210145024;10;2022-01-18 00:00:00;2022-01-31 00:00:00
Req_018;obj_0036;12_SR;210145024;8;2022-01-31 00:00:00;2022-02-09 00:00:00
Req_018;obj_0036;05_TR;210145024;1;2022-02-09 00:00:00;2022-02-09 00:00:00
Req_018;obj_0036;12_SR;210145024;2;2022-02-09 00:00:00;2022-02-10 00:00:00
Req_018;obj_0036;04_ORÇ;210145024;8;2022-02-09 00:00:00;2022-02-18 00:00:00
Req_018;obj_0036;05_TR;210145024;2;2022-02-18 00:00:00;2022-02-21 00:00:00
Req_061;obj_0060;01_DFD;220027256;11;2022-03-07 00:00:00;2022-03-21 00:00:00
Req_018;obj_0036;12_SR;210145024;17;2022-03-22 00:00:00;2022-04-13 00:00:00
Req_018;obj_0036;02_ETP;210145024;5;2022-04-13 00:00:00;2022-04-19 00:00:00
Req_018;obj_0036;12_SR;210145024;2;2022-04-19 00:00:00;2022-04-20 00:00:00
Req_018;obj_0036;03_PP;210145024;19;2022-04-20 00:00:00;2022-05-16 00:00:00
Req_018;obj_0036;12_SR;210145024;16;2022-05-16 00:00:00;2022-06-06 00:00:00
Req_017;obj_0080;01_DFD;220069332;2;2022-06-03 00:00:00;2022-06-06 00:00:00
Req_017;obj_0080;05_TR;220069332;11;2022-06-06 00:00:00;2022-06-20 00:00:00
Req_017;obj_0080;02_ETP;220069332;5;2022-06-20 00:00:00;2022-06-24 00:00:00
Req_017;obj_0080;05_TR;220069332;2;2022-06-24 00:00:00;2022-06-27 00:00:00
Req_017;obj_0080;12_SR;220069332;3;2022-06-27 00:00:00;2022-06-29 00:00:00
Req_017;obj_0080;03_PP;220069332;13;2022-06-29 00:00:00;2022-07-15 00:00:00
Req_017;obj_0080;04_ORÇ;220069332;3;2022-07-15 00:00:00;2022-07-19 00:00:00
Req_017;obj_0080;12_SR;220069332;3;2022-07-15 00:00:00;2022-07-19 00:00:00
Req_018;obj_0036;05_TR;210145024;33;2022-06-06 00:00:00;2022-07-20 00:00:00
Req_017;obj_0080;12_SR;220069332;4;2022-07-15 00:00:00;2022-07-20 00:00:00
Req_017;obj_0080;05_TR;220069332;2;2022-07-20 00:00:00;2022-07-21 00:00:00
Req_017;obj_0080;03_PP;220069332;5;2022-07-21 00:00:00;2022-07-27 00:00:00
Req_017;obj_0080;04_ORÇ;220069332;3;2022-07-27 00:00:00;2022-07-29 00:00:00
Req_017;obj_0080;12_SR;220069332;5;2022-07-27 00:00:00;2022-08-02 00:00:00
Req_017;obj_0080;05_TR;220069332;2;2022-08-02 00:00:00;2022-08-03 00:00:00
Req_017;obj_0080;12_SR;220069332;1;2022-08-03 00:00:00;2022-08-03 00:00:00
Req_017;obj_0080;06_MOD;220069332;4;2022-08-03 00:00:00;2022-08-08 00:00:00
Req_017;obj_0080;07_AUT;220069332;2;2022-08-11 00:00:00;2022-08-12 00:00:00
Req_017;obj_0080;08_MIN;220069332;1;2022-08-12 00:00:00;2022-08-12 00:00:00
Req_054;obj_0115;01_DFD;220099169;3;2022-08-11 00:00:00;2022-08-15 00:00:00
Req_017;obj_0080;09_APR;220069332;2;2022-08-12 00:00:00;2022-08-15 00:00:00
Req_017;obj_0080;13_CL;220069332;2;2022-08-15 00:00:00;2022-08-16 00:00:00
Req_017;obj_0080;10_PUB;220069332;11;2022-08-16 00:00:00;2022-08-30 00:00:00
Req_018;obj_0036;12_SR;210145024;34;2022-07-20 00:00:00;2022-09-05 00:00:00
Req_018;obj_0036;05_TR;210145024;6;2022-09-05 00:00:00;2022-09-12 00:00:00
Req_070;obj_0008;01_DFD;220107633;10;2022-08-31 00:00:00;2022-09-13 00:00:00
Req_018;obj_0036;12_SR;210145024;4;2022-09-12 00:00:00;2022-09-15 00:00:00
Req_019;obj_0098;02_ETP;210125968;183;2022-01-20 00:00:00;2022-10-03 00:00:00
Req_016;obj_0106;01_DFD;220119800;3;2022-09-29 00:00:00;2022-10-03 00:00:00
Req_016;obj_0106;02_ETP;220119800;1;2022-10-03 00:00:00;2022-10-03 00:00:00
Req_018;obj_0036;03_PP;210145024;24;2022-09-15 00:00:00;2022-10-18 00:00:00
Req_016;obj_0106;03_PP;220119800;17;2022-10-03 00:00:00;2022-10-25 00:00:00
Req_019;obj_0098;05_TR;210125968;24;2022-10-03 00:00:00;2022-11-03 00:00:00
Req_019;obj_0098;03_PP;210125968;3;2022-11-04 00:00:00;2022-11-08 00:00:00
Req_009;obj_0054;01_DFD;220135306;2;2022-11-07 00:00:00;2022-11-08 00:00:00
Req_016;obj_0106;02_ETP;220119800;26;2022-10-25 00:00:00;2022-11-29 00:00:00
Req_011;obj_0101;01_DFD;220149564;1;2022-12-12 00:00:00;2022-12-12 00:00:00
Req_016;obj_0106;12_SR;220119800;7;2022-12-07 00:00:00;2022-12-15 00:00:00
Req_054;obj_0115;12_SR;220099169;90;2022-08-15 00:00:00;2022-12-16 00:00:00
Req_070;obj_0008;12_SR;220107633;69;2022-09-13 00:00:00;2022-12-16 00:00:00
Req_011;obj_0101;12_SR;220149564;5;2022-12-12 00:00:00;2022-12-16 00:00:00
Req_048;obj_0051;12_SR;210131178;246;2022-01-07 00:00:00;2022-12-17 00:00:00
Req_061;obj_0060;02_ETP;220027256;195;2022-03-21 00:00:00;2022-12-17 00:00:00
Req_017;obj_0080;13_CL;220069332;78;2022-08-31 00:00:00;2022-12-17 00:00:00
Req_018;obj_0036;12_SR;210145024;42;2022-10-20 00:00:00;2022-12-17 00:00:00
Req_019;obj_0098;05_TR;210125968;29;2022-11-08 00:00:00;2022-12-17 00:00:00
Req_009;obj_0054;12_SR;220135306;30;2022-11-08 00:00:00;2022-12-19 00:00:00
Req_017;obj_0080;11_RJ;220069332;15;2022-12-17 00:00:00;2023-01-06 00:00:00
Req_048;obj_0051;11_RJ;210131178;15;2022-12-18 00:00:00;2023-01-06 00:00:00
Req_019;obj_0098;11_RJ;210125968;14;2022-12-20 00:00:00;2023-01-06 00:00:00
Req_018;obj_0036;11_RJ;210145024;14;2022-12-20 00:00:00;2023-01-06 00:00:00
Req_054;obj_0115;11_RJ;220099169;14;2022-12-20 00:00:00;2023-01-06 00:00:00
Req_016;obj_0106;11_RJ;220119800;14;2022-12-20 00:00:00;2023-01-06 00:00:00
Req_009;obj_0054;11_RJ;220135306;14;2022-12-20 00:00:00;2023-01-06 00:00:00
Req_008;obj_0068;11_RJ;190074134;14;2022-12-20 00:00:00;2023-01-07 00:00:00
Req_061;obj_0060;11_RJ;220027256;15;2022-12-19 00:00:00;2023-01-08 00:00:00
Req_070;obj_0008;11_RJ;220107633;15;2022-12-19 00:00:00;2023-01-08 00:00:00
Req_011;obj_0101;11_RJ;220149564;15;2022-12-19 00:00:00;2023-01-08 00:00:00
Req_004;obj_0046;01_DFD;230003102;1;2023-01-10 00:00:00;2023-01-10 00:00:00
Req_018;obj_0036;02_ETP;210145024;4;2023-01-09 00:00:00;2023-01-12 00:00:00
Req_016;obj_0106;05_TR;220119800;5;2023-01-09 00:00:00;2023-01-13 00:00:00
Req_018;obj_0036;05_TR;210145024;6;2023-01-12 00:00:00;2023-01-19 00:00:00
Req_018;obj_0036;12_SR;210145024;5;2023-01-19 00:00:00;2023-01-25 00:00:00
Req_016;obj_0106;12_SR;220119800;10;2023-01-13 00:00:00;2023-01-26 00:00:00
Req_011;obj_0087;01_DFD;230015758;2;2023-01-26 00:00:00;2023-01-27 00:00:00
Req_016;obj_0106;05_TR;220119800;5;2023-01-26 00:00:00;2023-02-01 00:00:00
Req_019;obj_0098;05_TR;210125968;21;2023-01-07 00:00:00;2023-02-06 00:00:00
Req_011;obj_0079;01_DFD;230024825;1;2023-02-09 00:00:00;2023-02-09 00:00:00
Req_016;obj_0106;12_SR;220119800;8;2023-02-01 00:00:00;2023-02-12 00:00:00
Req_018;obj_0036;12_SR;210145024;18;2023-01-19 00:00:00;2023-02-13 00:00:00
Req_016;obj_0106;05_TR;220119800;1;2023-02-12 00:00:00;2023-02-13 00:00:00
Req_019;obj_0098;03_PP;210125968;9;2023-02-06 00:00:00;2023-02-16 00:00:00
Req_018;obj_0036;12_SR;210145024;27;2023-01-19 00:00:00;2023-02-24 00:00:00
Req_040;obj_0037;01_DFD;230033083;2;2023-02-27 00:00:00;2023-02-28 00:00:00
Req_020;obj_0028;01_DFD;230033345;7;2023-02-28 00:00:00;2023-03-08 00:00:00
Req_020;obj_0028;05_TR;230033345;3;2023-03-08 00:00:00;2023-03-10 00:00:00
Req_008;obj_0068;01_DFD;190074134;2;2023-03-13 00:00:00;2023-03-14 00:00:00
Req_016;obj_0106;12_SR;220119800;27;2023-02-13 00:00:00;2023-03-21 00:00:00
Req_016;obj_0106;05_TR;220119800;1;2023-03-21 00:00:00;2023-03-21 00:00:00
Req_017;obj_0013;01_DFD;230043341;10;2023-03-17 00:00:00;2023-03-30 00:00:00
Req_017;obj_0062;01_DFD;230046526;5;2023-03-24 00:00:00;2023-03-30 00:00:00
Req_019;obj_0007;01_DFD;230049303;1;2023-03-30 00:00:00;2023-03-30 00:00:00
Req_017;obj_0013;02_ETP;230043341;1;2023-03-30 00:00:00;2023-03-30 00:00:00
Req_011;obj_0087;12_SR;230015758;46;2023-01-27 00:00:00;2023-03-31 00:00:00
Req_011;obj_0079;12_SR;230024825;37;2023-02-09 00:00:00;2023-03-31 00:00:00
Req_017;obj_0062;02_ETP;230046526;2;2023-03-30 00:00:00;2023-03-31 00:00:00
Req_011;obj_0079;02_ETP;230024825;2;2023-03-31 00:00:00;2023-04-03 00:00:00
Req_019;obj_0121;01_DFD;230048686;12;2023-03-20 00:00:00;2023-04-04 00:00:00
Req_029;obj_0022;01_DFD;230053959;2;2023-04-11 00:00:00;2023-04-12 00:00:00
Req_029;obj_0022;02_ETP;230053959;2;2023-04-11 00:00:00;2023-04-12 00:00:00
Req_019;obj_0019;01_DFD;230026781;44;2023-02-13 00:00:00;2023-04-13 00:00:00
Req_040;obj_0037;02_ETP;230033083;36;2023-02-28 00:00:00;2023-04-18 00:00:00
Req_008;obj_0068;02_ETP;190074134;28;2023-03-14 00:00:00;2023-04-20 00:00:00
Req_011;obj_0087;02_ETP;230015758;17;2023-03-31 00:00:00;2023-04-24 00:00:00
Req_017;obj_0005;01_DFD;230059310;3;2023-04-20 00:00:00;2023-04-24 00:00:00
Req_011;obj_0079;12_SR;230024825;17;2023-04-03 00:00:00;2023-04-25 00:00:00
Req_021;obj_0093;01_DFD;230060918;1;2023-04-25 00:00:00;2023-04-25 00:00:00
Req_017;obj_0013;05_TR;230043341;21;2023-03-30 00:00:00;2023-04-27 00:00:00
Req_017;obj_0062;05_TR;230046526;20;2023-03-31 00:00:00;2023-04-27 00:00:00
Req_011;obj_0079;03_PP;230024825;20;2023-04-03 00:00:00;2023-04-28 00:00:00
Req_011;obj_0087;12_SR;230015758;5;2023-04-24 00:00:00;2023-04-28 00:00:00
Req_011;obj_0101;12_SR;220149564;83;2023-01-09 00:00:00;2023-05-03 00:00:00
Req_011;obj_0101;03_PP;220149564;1;2023-05-03 00:00:00;2023-05-03 00:00:00
Req_011;obj_0079;04_ORÇ;230024825;5;2023-04-28 00:00:00;2023-05-04 00:00:00
Req_011;obj_0087;05_TR;230015758;5;2023-04-28 00:00:00;2023-05-04 00:00:00
Req_006;obj_0012;01_DFD;230065046;1;2023-05-04 00:00:00;2023-05-04 00:00:00
Req_019;obj_0019;12_SR;230026781;17;2023-04-13 00:00:00;2023-05-05 00:00:00
Req_011;obj_0087;03_PP;230015758;10;2023-04-24 00:00:00;2023-05-05 00:00:00
Req_011;obj_0087;12_SR;230015758;2;2023-05-04 00:00:00;2023-05-05 00:00:00
Req_029;obj_0022;12_SR;230053959;18;2023-04-12 00:00:00;2023-05-07 00:00:00
Req_017;obj_0013;03_PP;230043341;10;2023-04-27 00:00:00;2023-05-10 00:00:00
Req_017;obj_0062;03_PP;230046526;10;2023-04-27 00:00:00;2023-05-10 00:00:00
Req_011;obj_0079;12_SR;230024825;9;2023-04-28 00:00:00;2023-05-10 00:00:00
Req_011;obj_0079;04_ORÇ;230024825;2;2023-05-10 00:00:00;2023-05-11 00:00:00
Req_011;obj_0087;03_PP;230015758;6;2023-05-05 00:00:00;2023-05-12 00:00:00
Req_016;obj_0040;01_DFD;230066693;4;2023-05-09 00:00:00;2023-05-12 00:00:00
Req_016;obj_0040;02_ETP;230066693;1;2023-05-12 00:00:00;2023-05-12 00:00:00
Req_008;obj_0068;02_ETP;190074134;18;2023-04-20 00:00:00;2023-05-15 00:00:00
Req_011;obj_0079;03_PP;230024825;1;2023-05-15 00:00:00;2023-05-15 00:00:00
Req_011;obj_0079;12_SR;230024825;1;2023-05-15 00:00:00;2023-05-15 00:00:00
Req_017;obj_0080;13_CL;220069332;92;2023-01-09 00:00:00;2023-05-16 00:00:00
Req_017;obj_0029;01_DFD;230061434;15;2023-04-26 00:00:00;2023-05-16 00:00:00
Req_011;obj_0101;04_ORÇ;220149564;8;2023-05-05 00:00:00;2023-05-16 00:00:00
Req_017;obj_0013;04_ORÇ;230043341;5;2023-05-10 00:00:00;2023-05-16 00:00:00
Req_017;obj_0062;04_ORÇ;230046526;5;2023-05-10 00:00:00;2023-05-16 00:00:00
Req_017;obj_0062;05_TR;230046526;5;2023-05-10 00:00:00;2023-05-16 00:00:00
Req_017;obj_0013;12_SR;230043341;5;2023-05-10 00:00:00;2023-05-16 00:00:00
Req_011;obj_0087;12_SR;230015758;3;2023-05-12 00:00:00;2023-05-16 00:00:00
Req_029;obj_0022;02_ETP;230053959;8;2023-05-07 00:00:00;2023-05-17 00:00:00
Req_008;obj_0068;03_PP;190074134;3;2023-05-15 00:00:00;2023-05-17 00:00:00
Req_008;obj_0068;12_SR;190074134;4;2023-05-15 00:00:00;2023-05-18 00:00:00
Req_008;obj_0068;12_SR;190074134;2;2023-05-17 00:00:00;2023-05-18 00:00:00
Req_029;obj_0022;12_SR;230053959;2;2023-05-17 00:00:00;2023-05-18 00:00:00
Req_011;obj_0087;04_ORÇ;230015758;6;2023-05-12 00:00:00;2023-05-19 00:00:00
Req_011;obj_0079;05_TR;230024825;6;2023-05-15 00:00:00;2023-05-22 00:00:00
Req_054;obj_0115;12_SR;220099169;97;2023-01-09 00:00:00;2023-05-23 00:00:00
Req_017;obj_0005;02_ETP;230059310;22;2023-04-24 00:00:00;2023-05-23 00:00:00
Req_016;obj_0040;02_ETP;230066693;9;2023-05-12 00:00:00;2023-05-24 00:00:00
Req_050;obj_0085;01_DFD;230073564;1;2023-05-24 00:00:00;2023-05-24 00:00:00
Req_016;obj_0040;12_SR;230066693;1;2023-05-24 00:00:00;2023-05-24 00:00:00
Req_017;obj_0013;13_CL;230043341;6;2023-05-18 00:00:00;2023-05-25 00:00:00
Req_017;obj_0062;13_CL;230046526;6;2023-05-18 00:00:00;2023-05-25 00:00:00
Req_017;obj_0080;14_HOM;220069332;4;2023-05-22 00:00:00;2023-05-25 00:00:00
Req_017;obj_0074;01_DFD;230074167;1;2023-05-25 00:00:00;2023-05-25 00:00:00
Req_009;obj_0054;12_SR;220135306;100;2023-01-09 00:00:00;2023-05-26 00:00:00
Req_011;obj_0079;12_SR;230024825;5;2023-05-22 00:00:00;2023-05-26 00:00:00
Req_017;obj_0074;02_ETP;230074167;2;2023-05-25 00:00:00;2023-05-26 00:00:00
Req_009;obj_0054;02_ETP;220135306;1;2023-05-26 00:00:00;2023-05-26 00:00:00
Req_008;obj_0068;12_SR;190074134;11;2023-05-15 00:00:00;2023-05-29 00:00:00
Req_011;obj_0087;05_TR;230015758;7;2023-05-19 00:00:00;2023-05-29 00:00:00
Req_008;obj_0068;05_TR;190074134;1;2023-05-29 00:00:00;2023-05-29 00:00:00
Req_008;obj_0068;12_SR;190074134;2;2023-05-29 00:00:00;2023-05-30 00:00:00
Req_011;obj_0087;12_SR;230015758;2;2023-05-29 00:00:00;2023-05-30 00:00:00
Req_017;obj_0005;03_PP;230059310;7;2023-05-23 00:00:00;2023-05-31 00:00:00
Req_016;obj_0040;03_PP;230066693;6;2023-05-24 00:00:00;2023-05-31 00:00:00
Req_011;obj_0079;06_MOD;230024825;2;2023-05-30 00:00:00;2023-05-31 00:00:00
Req_016;obj_0119;01_DFD;230077067;1;2023-05-31 00:00:00;2023-05-31 00:00:00
Req_011;obj_0087;06_MOD;230015758;1;2023-05-31 00:00:00;2023-05-31 00:00:00
Req_016;obj_0040;12_SR;230066693;2;2023-05-31 00:00:00;2023-06-01 00:00:00
Req_073;obj_0110;01_DFD;230063823;23;2023-05-03 00:00:00;2023-06-02 00:00:00
Req_019;obj_0019;02_ETP;230026781;21;2023-05-05 00:00:00;2023-06-02 00:00:00
Req_011;obj_0087;07_AUT;230015758;2;2023-06-02 00:00:00;2023-06-05 00:00:00
Req_017;obj_0013;05_TR;230043341;9;2023-05-25 00:00:00;2023-06-06 00:00:00
Req_011;obj_0079;12_SR;230024825;5;2023-05-31 00:00:00;2023-06-06 00:00:00
Req_017;obj_0029;02_ETP;230061434;17;2023-05-16 00:00:00;2023-06-07 00:00:00
Req_011;obj_0079;06_MOD;230024825;2;2023-06-06 00:00:00;2023-06-07 00:00:00
Req_011;obj_0079;05_TR;230024825;1;2023-06-07 00:00:00;2023-06-07 00:00:00
Req_004;obj_0046;05_TR;230003102;110;2023-01-10 00:00:00;2023-06-12 00:00:00
Req_008;obj_0068;04_ORÇ;190074134;19;2023-05-17 00:00:00;2023-06-12 00:00:00
Req_017;obj_0074;12_SR;230074167;12;2023-05-26 00:00:00;2023-06-12 00:00:00
Req_019;obj_0019;05_TR;230026781;7;2023-06-02 00:00:00;2023-06-12 00:00:00
Req_008;obj_0068;04_ORÇ;190074134;5;2023-06-06 00:00:00;2023-06-12 00:00:00
Req_017;obj_0013;12_SR;230043341;5;2023-06-06 00:00:00;2023-06-12 00:00:00
Req_017;obj_0065;01_DFD;230080044;4;2023-06-07 00:00:00;2023-06-12 00:00:00
Req_011;obj_0079;12_SR;230024825;4;2023-06-07 00:00:00;2023-06-12 00:00:00
Req_029;obj_0022;12_SR;230053959;4;2023-06-07 00:00:00;2023-06-12 00:00:00
Req_016;obj_0119;02_ETP;230077067;10;2023-05-31 00:00:00;2023-06-13 00:00:00
Req_016;obj_0040;04_ORÇ;230066693;10;2023-05-31 00:00:00;2023-06-13 00:00:00
Req_015;obj_0058;01_DFD;230080786;2;2023-06-12 00:00:00;2023-06-13 00:00:00
Req_017;obj_0029;03_PP;230061434;2;2023-06-12 00:00:00;2023-06-13 00:00:00
Req_004;obj_0046;12_SR;230003102;2;2023-06-12 00:00:00;2023-06-13 00:00:00
Req_016;obj_0040;03_PP;230066693;1;2023-06-13 00:00:00;2023-06-13 00:00:00
Req_011;obj_0079;06_MOD;230024825;3;2023-06-12 00:00:00;2023-06-14 00:00:00
Req_017;obj_0005;02_ETP;230059310;12;2023-05-31 00:00:00;2023-06-15 00:00:00
Req_017;obj_0097;01_DFD;230079295;8;2023-06-06 00:00:00;2023-06-15 00:00:00
Req_017;obj_0074;02_ETP;230074167;4;2023-06-12 00:00:00;2023-06-15 00:00:00
Req_017;obj_0013;06_MOD;230043341;4;2023-06-12 00:00:00;2023-06-15 00:00:00
Req_017;obj_0005;03_PP;230059310;1;2023-06-15 00:00:00;2023-06-15 00:00:00
Req_016;obj_0106;02_ETP;220119800;63;2023-03-22 00:00:00;2023-06-16 00:00:00
Req_017;obj_0029;04_ORÇ;230061434;4;2023-06-13 00:00:00;2023-06-16 00:00:00
Req_017;obj_0005;04_ORÇ;230059310;2;2023-06-15 00:00:00;2023-06-16 00:00:00
Req_017;obj_0029;12_SR;230061434;5;2023-06-13 00:00:00;2023-06-19 00:00:00
Req_054;obj_0115;02_ETP;220099169;18;2023-05-26 00:00:00;2023-06-20 00:00:00
Req_017;obj_0097;02_ETP;230079295;4;2023-06-15 00:00:00;2023-06-20 00:00:00
Req_016;obj_0106;12_SR;220119800;3;2023-06-16 00:00:00;2023-06-20 00:00:00
Req_017;obj_0062;05_TR;230046526;20;2023-05-25 00:00:00;2023-06-21 00:00:00
Req_016;obj_0040;05_TR;230066693;8;2023-06-13 00:00:00;2023-06-22 00:00:00
Req_016;obj_0119;12_SR;230077067;4;2023-06-19 00:00:00;2023-06-22 00:00:00
Req_052;obj_0064;01_DFD;230079563;13;2023-06-07 00:00:00;2023-06-23 00:00:00
Req_011;obj_0087;08_MIN;230015758;13;2023-06-07 00:00:00;2023-06-23 00:00:00
Req_017;obj_0065;02_ETP;230080044;10;2023-06-12 00:00:00;2023-06-23 00:00:00
Req_017;obj_0029;13_CL;230061434;5;2023-06-19 00:00:00;2023-06-23 00:00:00
Req_011;obj_0087;09_APR;230015758;1;2023-06-23 00:00:00;2023-06-23 00:00:00
Req_017;obj_0091;01_DFD;230084942;5;2023-06-20 00:00:00;2023-06-26 00:00:00
Req_054;obj_0115;12_SR;220099169;5;2023-06-20 00:00:00;2023-06-26 00:00:00
Req_016;obj_0119;02_ETP;230077067;3;2023-06-22 00:00:00;2023-06-26 00:00:00
Req_016;obj_0119;12_SR;230077067;1;2023-06-26 00:00:00;2023-06-26 00:00:00
Req_011;obj_0087;13_CL;230015758;1;2023-06-26 00:00:00;2023-06-26 00:00:00
Req_017;obj_0029;03_PP;230061434;3;2023-06-23 00:00:00;2023-06-27 00:00:00
Req_011;obj_0079;07_AUT;230024825;3;2023-06-23 00:00:00;2023-06-27 00:00:00
Req_004;obj_0046;03_PP;230003102;12;2023-06-13 00:00:00;2023-06-28 00:00:00
Req_017;obj_0005;12_SR;230059310;10;2023-06-15 00:00:00;2023-06-28 00:00:00
Req_017;obj_0062;12_SR;230046526;5;2023-06-22 00:00:00;2023-06-28 00:00:00
Req_017;obj_0029;05_TR;230061434;4;2023-06-23 00:00:00;2023-06-28 00:00:00
Req_029;obj_0022;03_PP;230053959;31;2023-05-18 00:00:00;2023-06-29 00:00:00
Req_017;obj_0074;03_PP;230074167;10;2023-06-16 00:00:00;2023-06-29 00:00:00
Req_029;obj_0022;12_SR;230053959;1;2023-06-29 00:00:00;2023-06-29 00:00:00
Req_016;obj_0040;12_SR;230066693;7;2023-06-22 00:00:00;2023-06-30 00:00:00
Req_017;obj_0065;03_PP;230080044;6;2023-06-23 00:00:00;2023-06-30 00:00:00
Req_054;obj_0115;02_ETP;220099169;5;2023-06-26 00:00:00;2023-06-30 00:00:00
Req_017;obj_0062;06_MOD;230046526;3;2023-06-28 00:00:00;2023-06-30 00:00:00
Req_017;obj_0005;04_ORÇ;230059310;4;2023-06-28 00:00:00;2023-07-03 00:00:00
Req_029;obj_0022;04_ORÇ;230053959;3;2023-06-29 00:00:00;2023-07-03 00:00:00
Req_008;obj_0068;06_MOD;190074134;17;2023-06-12 00:00:00;2023-07-04 00:00:00
Req_017;obj_0074;04_ORÇ;230074167;4;2023-06-29 00:00:00;2023-07-04 00:00:00
Req_016;obj_0040;04_ORÇ;230066693;12;2023-06-22 00:00:00;2023-07-07 00:00:00
Req_044;obj_0100;01_DFD;230073592;34;2023-05-24 00:00:00;2023-07-10 00:00:00
Req_016;obj_0040;06_MOD;230066693;2;2023-07-07 00:00:00;2023-07-10 00:00:00
Req_017;obj_0074;12_SR;230074167;6;2023-07-04 00:00:00;2023-07-11 00:00:00
Req_017;obj_0029;12_SR;230061434;11;2023-06-28 00:00:00;2023-07-12 00:00:00
Req_017;obj_0065;02_ETP;230080044;9;2023-06-30 00:00:00;2023-07-12 00:00:00
Req_017;obj_0062;07_AUT;230046526;3;2023-07-10 00:00:00;2023-07-12 00:00:00
Req_011;obj_0087;10_PUB;230015758;14;2023-06-26 00:00:00;2023-07-13 00:00:00
Req_017;obj_0091;02_ETP;230084942;15;2023-06-26 00:00:00;2023-07-14 00:00:00
Req_054;obj_0115;03_PP;220099169;12;2023-06-30 00:00:00;2023-07-17 00:00:00
Req_017;obj_0029;06_MOD;230061434;4;2023-07-12 00:00:00;2023-07-17 00:00:00
Req_017;obj_0091;03_PP;230084942;2;2023-07-14 00:00:00;2023-07-17 00:00:00
Req_016;obj_0106;03_PP;220119800;23;2023-06-16 00:00:00;2023-07-18 00:00:00
Req_011;obj_0079;08_MIN;230024825;15;2023-06-28 00:00:00;2023-07-18 00:00:00
Req_029;obj_0022;05_TR;230053959;9;2023-07-06 00:00:00;2023-07-18 00:00:00
Req_029;obj_0022;12_SR;230053959;1;2023-07-18 00:00:00;2023-07-18 00:00:00
Req_017;obj_0097;12_SR;230079295;19;2023-06-23 00:00:00;2023-07-19 00:00:00
Req_016;obj_0040;12_SR;230066693;8;2023-07-10 00:00:00;2023-07-19 00:00:00
Req_014;obj_0103;01_DFD;230095611;5;2023-07-13 00:00:00;2023-07-19 00:00:00
Req_047;obj_0033;01_DFD;230097430;2;2023-07-18 00:00:00;2023-07-19 00:00:00
Req_016;obj_0106;04_ORÇ;220119800;1;2023-07-19 00:00:00;2023-07-19 00:00:00
Req_017;obj_0013;07_AUT;230043341;24;2023-06-19 00:00:00;2023-07-20 00:00:00
Req_016;obj_0040;05_TR;230066693;2;2023-07-19 00:00:00;2023-07-20 00:00:00
Req_017;obj_0005;03_PP;230059310;10;2023-07-10 00:00:00;2023-07-21 00:00:00
Req_029;obj_0022;06_MOD;230053959;3;2023-07-19 00:00:00;2023-07-21 00:00:00
Req_008;obj_0068;07_AUT;190074134;11;2023-07-10 00:00:00;2023-07-24 00:00:00
Req_029;obj_0022;05_TR;230053959;2;2023-07-21 00:00:00;2023-07-24 00:00:00
Req_004;obj_0046;05_TR;230003102;20;2023-06-28 00:00:00;2023-07-25 00:00:00
Req_017;obj_0091;12_SR;230084942;7;2023-07-17 00:00:00;2023-07-25 00:00:00
Req_017;obj_0097;02_ETP;230079295;5;2023-07-19 00:00:00;2023-07-25 00:00:00
Req_017;obj_0074;05_TR;230074167;12;2023-07-11 00:00:00;2023-07-26 00:00:00
Req_017;obj_0065;03_PP;230080044;10;2023-07-13 00:00:00;2023-07-26 00:00:00
Req_017;obj_0013;08_MIN;230043341;4;2023-07-21 00:00:00;2023-07-26 00:00:00
Req_017;obj_0038;01_DFD;230084943;29;2023-06-20 00:00:00;2023-07-28 00:00:00
Req_054;obj_0115;12_SR;220099169;10;2023-07-17 00:00:00;2023-07-28 00:00:00
Req_016;obj_0106;12_SR;220119800;8;2023-07-19 00:00:00;2023-07-28 00:00:00
Req_029;obj_0022;06_MOD;230053959;6;2023-07-24 00:00:00;2023-07-31 00:00:00
